product_id,name,brand,price,barcode,item_number,quantity_in_stock,description,unit_size,category_id,discount 
520,Calcium Magensium Vitamin D3 ,Webber,0,625273038668,0,1,,200ct,6,Yes
521,Caltrate + Vitamin D3 - 800IU,Caltrate,0,62107055307,0,1,,60ct,6,Yes
522,Caltrate Plus - Osteoperosis,Caltrate,0,62107257008,0,1,,60ct,6,Yes
523,Caltrate Plus - Chewables ,Caltrate,0,62107055901,0,1,,50ct,6,Yes
524,Cod Liver Oil with Vitamins A and D,Webbers,0,625273050868,0,1,,180ct,6,Yes
525,Coenzyme Q10 200mg,Webbers,0,625273038576,0,1,,60ct,6,Yes
526,Coenzyme Q10 100mg ,Nature's Bountry ,0,29537511353,0,1,,60ct,6,Yes
527,Vitamin D3 + Calcium ,Webbers,0,629323100602,0,1,,220ct,6,Yes
528,MultiGummies,Centrum ,0,62107090827,0,1,,70ct,6,Yes
529,MultiGummies ,Centrum ,0,62107090834,0,1,,150ct,6,Yes
530,MultiGummies Adults - 50+,Centrum ,0,62107090872,0,1,,130ct,6,Yes
531,Select Essentials Adults - 50+,Centrum ,0,62107086523,0,1,,60ct,6,Yes
532,Men - 50+,Centrum ,0,62107084802,0,1,,90ct,6,Yes
533,Women - 50+,Centrum ,0,62107084604,0,1,,90ct,6,Yes
534,Cholessterol w/Vegapure ,Swiss,0,68120918018,0,1,,50ct,6,Yes
535,Liquid Vitamin D3,Ddrops,0,851228000040,0,1,,180ct,6,Yes
536,Liquid Vitamin D3 - Extrea Strength ,Ddrops,0,851228000965,0,1,,180ct,6,Yes
537,Vidextra Vitamin D3 2000IU,Vidextra,0,622082291147,0,1,,100ct,6,Yes
538,Vitamin E 400IU,Webbers,0,625273038002,0,1,,120ct,6,Yes
539,Vitamin C ,Nature's Bountry ,0,29537000505,0,1,,90ct,6,Yes
540,Flaxseed Oil 1000mg,Webbers,0,625273038712,0,1,,210ct,6,Yes
541,Triple Strength Glucosamine and chondroitin ,Webbers,0,625273050332,0,1,,90ct,6,Yes
542,Glucosamine Chondroitin ,Webbers,0,625273050707,0,1,,150ct,6,Yes
543,Vitamin K2 100mcg,Nutrameltz,0,684482024015,0,1,,60ct,6,Yes
544,Omega-3 Krill Oil 500mg,RoyalRed,0,625273033908,0,1,,60ct,6,Yes
545,Lutein 40mg ,Nature's Bountry ,0,29537319416,0,1,,75ct,6,Yes
546,Magnesium Gluceptate Oral Solution 100mg/ml,Odan ,0,776097430500,0,1,,500ml,6,Yes
547,Magnesium oxide 420mg ,Swiss,0,68120505010,0,1,,90ct,6,Yes
548,Magnesium Bisglycinate 200mg ,Webbers,0,625273032550,0,1,,60ct,6,Yes
549,Magnesium Citrate 150mg ,Webbers,0,625273050004,0,1,,120ct,6,Yes
550,Multivitamins ,Webbers,0,625273031454,0,1,,100ct,6,Yes
551,Multivitamins w/Minerals,Webbers,0,625273031416,0,1,,100ct,6,Yes
552,Women's Multivitamin ,Greeniche,0,817510001027,0,1,,60ct,6,Yes
553,Multivitamin Pomegranate liquid,Wampole,0,63806270305,0,1,,350mL,6,Yes
554,St.John's Wort 300mg,Webbers,0,625273038415,0,1,,90ct,6,Yes
555,Omega-3,Greeniche,0,817510001119,0,1,,30ct,6,Yes
556,Omega-3 300mg - Easy swallow ,Webbers,0,625273033915,0,1,,180ct,6,Yes
557,One-a-day,Bayer,0,56500372796,0,1,,90ct,6,Yes
558,One-a-day - Men 50+,Bayer,0,56500372819,0,1,,90ct,6,Yes
559,Replavite B and C,Lankmark Medical ,0,625273073256,0,1,,100ct,6,Yes
560,Ubiquinmol 100mg,Webbers,0,625273032956,0,1,,30ct,6,Yes
561,Venixxa ,Venixxa,0,771547004119,0,1,,30ct,6,Yes
562,Esenvia Legs,Esenvia,0,625972019548,0,1,,30ct,6,Yes
563,Ensure Can,Ensure,2,55325207184,0,1,,1,6,Yes
564,Ensure Bottle,Ensure,3,55325004134,0,1,,1,6,Yes
565,Beneprotein Instant Protein Powder,Nestle,0,43900291703,0,1,,227g,6,Yes
566,Just Protein - Unflavoured Instant protein powder,Boost,0,41679990254,0,1,,227g,6,Yes
567,Pill Box 7day,Pharma Science,0,63636270346,0,1,,1,7,Yes
568,Daily Pill Box ,Health One,0,627980500742,0,1,,1,7,Yes
569,Pill Box 7day,Card Health,0,872798001275,0,1,,1,7,Yes
570,Pill organizer - Twice Daily ,Card Health,0,872798001282,0,1,,1,7,Yes
571,Twice daily pill and vitamin planner - Extra Large,PharmaScience,0,63636002800,0,1,,1,7,Yes
572,Pill Crusher  3 in 1 ,Mansfield ,0,58542555885,0,1,,1,7,Yes
573,Plastic Round Pill box ,Health One,3.99,627980500728,0,1,,1,7,Yes
574,COLD/HOT GEL PACK - SMALL,MKO,0,738435173241,0,1,,1,7,Yes
575,COLD/HOT GEL PACK - MEDIUM,MKO,0,738435173258,0,1,,1,7,Yes
576,COLD/HOT GEL PACK - LARGE,MKO,0,738435173265,0,1,,1,7,Yes
577,Reusable Therma Kool Hot-Cold Compress- 6 x 9.75 in,Therma Kool,0,10824000698,0,1,,1,7,Yes
578,Contour next One Meter,Ascencia,0,629322078261,0,1,,1,8,Yes
579,Contour Next Gen,Ascencia,0,629322079237,0,1,,1,8,Yes
580,MICROLET® Coloured Lancets,Microlet,0,629322065865,0,1,,100ct,8,Yes
581,MICROLET® Coloured Lancets,Microlet,0,629322065506,0,1,,200ct,8,Yes
582,Sterile Single-Use Safety Lancets,SingleLet,0,629322058508,0,1,,200ct,8,Yes
583,Lancets Softclix 100 Pack,Accuchek,0,64562213223,0,1,,100ct,8,Yes
584,Lancets Softclix 200 Pack,Accuchek,0,64562213216,0,1,,200ct,8,Yes
585,Sterile Lancets 28 Gauge,Freestyle,0,93815704270,0,1,,28ct,8,Yes
586,Verio Reflect,OneTouch,0,353885011730,0,1,,1,8,Yes
587,Verio Flex,OneTouch,0,353885010726,0,1,,1,8,Yes
588,Delica Plus 30g Lancet,OneTouch,0,812608030071,0,1,,100ct,8,Yes
589,Delica® Plus 33G Lancet,OneTouch,0,812608030064,0,1,,100ct,8,Yes
590,Talking Blood Pressure Monitor,Lifesource,0,93764602948,0,1,,1,8,Yes
591,Essential Wrist BP Monitor UB-525,Lifesource,0,93764604010,0,1,,1,8,Yes
592,UP-100CN Fingertip Pulse Ox,LifeSource,0,93764604157,0,1,,1,8,Yes
593,"Glucose Tablets, Grape",Dex-4,0,57565949466,0,1,,10ct,8,Yes
594,"Glucose Tablets, Rasberry",Dex-4,0,57565949442,0,1,,10ct,8,Yes
595,"Glucose Tablets, Orange",Dex-4,0,57565949435,0,1,,10ct,8,Yes
596,Dex4 Glucose tablets Assorted Fruits,Dex-4,0,57565961154,0,1,,50ct,8,Yes
597,No Calorie Sweetener Packets,Splenda,0,722776200070,0,1,,100ct,8,Yes
598,Splenda Packets Sweetener,Splenda,0,722776200216,0,1,,100ct,8,Yes
599,Alcohol Swabs,BD,0,382903269105,0,1,,100ct,8,Yes
600,Needles 30g X 8mm,Novofine,0,59014862036,0,1,,100ct,8,Yes
601,Needles 6mm 32G,NovoFine,0,59014866010,0,1,,100ct,8,Yes
602,Ultra-Fine Pen Needle 8mm 31G,BD,0,382903201082,0,1,,100ct,8,Yes
603,Ultra-Fine Pen Needle 5mm 31G,BD,0,382903201457,0,1,,100ct,8,Yes
604,ULTRA FINE NANO PRO 4MM X 32G Pen Needle,BD,0,382903205554,0,1,,100ct,8,Yes
